razao_social_osc, nome_fantasia_osc, natureza_juridica, ano_inicio, classe_atividade_economica, subclasse_atividade_economica, bairro, area_atuacao, subarea_atuacao
ASSOCIACAO ESPORTIVA ARMADA R.C.,AEARC,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Cultura e recreação,Esporte e recreação
IGREJA CONVIVIO CRISTAO UMA NOVA CHANCE,IGREJA CONVIVIO CRISTAO UMA NOVA CHANCE,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
ASSOCICAO DE ESPORTES E FUTEVOLEI DOS AMIGOS,AEFA,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Cultura e recreação,Esporte e recreação
INSTITUTO DE DESENVOLVIMENTO E PESQUISAS EM SAUDE E AMBIENTE,NÃO INFORMADO,Associação Privada,2017.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO CAMPUS UNIPAZ BAIXADA SANTISTA,UNIPAZ SANTOS,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO BRASILEIRA DE TREKKING,AB TREKKING,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Outras atividades associativas,Associações de atividades não especificadas anteriormente
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA SAO JOAO N 4152,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Religião,Religião
ASSOCIACAO DE PATINACAO ARTISTICA AXEL - APAA,APAA,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Cultura e recreação,Esporte e recreação
ASSOCIACAO BENEFICENTE DE SAUDE E EDUCACAO PLEIADES,ASSOCIACAO PLEIADES,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Saúde,Outros serviços de saúde
ASSOCIACAO NACIONAL DOS TRABALHADORES PORTUARIOS,ANTP,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Desenvolvimento e defesa de direitos,Outros
CASA RICARDO DE ACOLHIMENTO TRANSITORIO - CRAT,CRAT,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,JABAQUARA,Assistência social,Assistência social
INSTITUTO DEVIR EDUCOM,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,POMPEIA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO CONSTRUINDO SONHOS,CONSTRUINDO SONHOS,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
CLUBE ORNITOLOGICO DO LITORAL PAULISTA,C.O.L.P,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Desenvolvimento e defesa de direitos,Outros
ONG PATINHAS QUE BRILHAM,ONG PATINHAS QUE BRILHAM,Organização Social,2018.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
ASSOCIACAO DOS AMIGOS MORADORES DO JOSE MENINO,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Cultura e recreação,Esporte e recreação
INSTITUTO DE DESENVOLVIMENTO ACOES E PROJETOS SOCIAIS - IDAPS,INSTITUTO HABITACAO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DOS AMIGOS DO CORAL CEU DA BOCA - AACCB,CORAL CEU DA BOCA,Associação Privada,2017.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Cultura e recreação,Cultura e arte
CASA DE UMBANDA SAGRADA LUZ E AMOR,CASA DE UMBANDA SAGRADA LUZ E AMOR,Organização Religiosa,2017.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Religião,Religião
IGREJA DE ATOS PEDRA VIVA,IGREJA DE ATOS PEDRA VIVA,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
A.R.L.S. LUSIADAS DE CAMOES,LOJA MACONICA LUSIADAS DE CAMOES,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA NOVA,Religião,Religião
ASSOCIACAO DE INOVACAO EM NEGOCIOS SOCIAIS E ECONOMIA CRIATIVA,INSTITUTO LAB 4D,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Cultura e arte
CENTRO ESPIRITA DE UMBANDA E CANDOMBLE SANTERIA ESTRELA DE OXALA,SANTERIA ESTRELA DE OXALA,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
IGREJA BATISTA PENTECOSTAL IMPERIO DE DEUS,IGREJA PENTECOSTAL IMPERIO DE DEUS,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Religião,Religião
ASSOCIACAO INSTITUTO DE CAPACITACAO EDUCACIONAL PARA LIDERANCAS - ICEL,INSTITUTO DE CAPACITACAO EDUCACIONAL PARA LIDERANCAS,Organização Social,2017.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
"HAND-A BOOK SOCIEDADE DE ESTUDOS , CULTURA E METODOS",NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Cultura e arte
ASSOCIACAO COMUNITARIA DE RADIODIFUSAO OSSE,RADIO E TV ARTE,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA CAVALEIROS DO BRASIL N 7,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Religião,Religião
REI JORGE VI DE SANTOS ASSOCIACAO,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Cultura e recreação,Esporte e recreação
INSTITUTO ANALISES E ACOES SOCIAIS ROBERTO RODRIGUES,IAASRR,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos,Outros
BANDA MASTER DE SANTOS,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Cultura e recreação,Cultura e arte
ASSOCIACAO CORE JUNIOR,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
ESPERANCA LITORAL ASSOCIACAO,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Outras atividades associativas,Associações de atividades não especificadas anteriormente
MINISTERIO PETENCOSTAL JESUS E VIDA,MINISTERIO PETENCOSTAL JESUS E VIDA,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA PROGRESSO,Religião,Religião
FEDERACAO PAULISTA DE VA'A,FPVAA,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Cultura e recreação,Esporte e recreação
IGREJA PENTECOSTAL PODER DO AVIVAMENTO MINISTERIO UNINDO AS NACOES,NÃO INFORMADO,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Religião,Religião
ASSOCIACAO EDUCAR PARA TRANSFORMAR,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Desenvolvimento e defesa de direitos,Outros
PROJETO YALE KIDS,PYK,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Cultura e recreação,Esporte e recreação
PROJETO PRIMEIROS PASSOS,PROJETO PRIMEIROS PASSOS,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CANELEIRA,Desenvolvimento e defesa de direitos,Outros
INSTITUTO DE SAUDE SANTA CASA DE SANTOS,INSTITUTO DE SAUDE SANTA CASA DE SANTOS,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,JABAQUARA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO BIBLIOTECA COMUNITARIA EM CONTAINER (ABC),ASSOCIACAO BIBLIOTECA COMUNITARIA EM CONTAINER (ABC),Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CHICO DE PAULA,Desenvolvimento e defesa de direitos,Outros
ABIAAD ASSOCIACAO BRASILEIRA DE INTELIGENCIA ARTIFICIAL APLICADA AO DIREITO,ABIAAD ASSOCIACAO BRASILEIRA DE INTELIGENCIA ARTIFICIAL,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
IGREJA EVANGELICA TEMPO DE SEMEAR AVIVAMENTO ABRACANDO VIDAS,NÃO INFORMADO,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Religião,Religião
ASSOCIACAO CULTURAL RECANTO DOS SABERES,ASSOCIACAO CULTURAL RECANTO DOS SABERES,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Cultura e recreação,Cultura e arte
SOCIEDADE INDEPENDENTE DO CAMINHONEIRO AUTONOMO E AGREGADO,SICAM,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
ASSOCIACAO COMERCIAL DOS CAMINHONEIROS AUTONOMOS DE VIAGEM,ACCAV,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
ASSOCIACAO BRASILEIRA DE TRANSPORTADORES DE SAO PAULO,ASBRATSP,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,VALONGO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ORGANIZACAO SOCIAL DE MEDICINA BETA,NÃO INFORMADO,Organização Social,2018.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Saúde,Outros serviços de saúde
IGREJA PENTECOSTAL DEUS E AMOR,DEUS E AMOR,Organização Religiosa,2017.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Religião,Religião
ASSOCIACAO BIBLICA E CULTURAL DE SANTOS,NÃO INFORMADO,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,CANELEIRA,Religião,Religião
CENTRO DE ASSISTENCIA SOCIAL E MOBILIZACAO PERMANENTE DE SAO VICENTE - CAMPSV,CAMPZN,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,AREIA BRANCA,Desenvolvimento e defesa de direitos,Outros
GREMIO RECREATIVO ESPORT DO SINDICATO DOS METALURGICOS,GREMETAL,Associação Privada,1976.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Cultura e recreação,Esporte e recreação
SOCIEDADE DE MELHORAMENTOS DA VILA SAO JORGE,NÃO INFORMADO,Associação Privada,1979.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VL SAO JORGE,Desenvolvimento e defesa de direitos,Outros
HEMOCENTRO SAO LUCAS - TERAPIA CELULAR,HEMOCENTRO SAO LUCAS,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Saúde,Outros serviços de saúde
SOCIEDADE UNIAO PORTUGUESA,NÃO INFORMADO,Associação Privada,1966.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Desenvolvimento e defesa de direitos,Outros
INSTITUTO SUPERIOR DE EDUCACAO SANTA CECILIA,NÃO INFORMADO,Associação Privada,2017.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Educação e pesquisa; Outras atividades associativas,Associações de atividades não especificadas anteriormente
CENTRO ESPIRITA SAO JORGE E A CARIDADE,NÃO INFORMADO,Associação Privada,1970.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Religião,Religião
MITRA DIOCESANA DE SANTOS,VICARIATO PARA DIMENSAO SOCIAL DA EVANGELIZACAO,Organização Religiosa,2017.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Religião,Religião
PAROQUIA ORTODOXA SAO JORGE DE SANTOS,NÃO INFORMADO,Associação Privada,1971.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Religião,Religião
IGREJA EVANGELICA ASSEMBLEIA DE DEUS RIBEIRAOPIRENSE,IE ASS. DE DEUS RIBEIRAOPIRENSE FILIAL VILA BELMIRO 5,Organização Religiosa,2017.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
IGREJA EVANGELICA ASSEMBLEIA DE DEUS RIBEIRAOPIRENSE,IE ASS. DE DEUS RIBEIRAOPIRENSE FILIAL BOM RETIRO 5,Organização Religiosa,2017.0,NÃO INFORMADO,NÃO INFORMADO,AREIA BRANCA,Religião,Religião
IGREJA EVANGELICA NOVA VIDA NO BRASIL,NÃO INFORMADO,Organização Religiosa,2016.0,NÃO INFORMADO,NÃO INFORMADO,MORRO SAO BENTO,Religião,Religião
IGREJA EVANGELICA NOVA VIDA NO BRASIL,NÃO INFORMADO,Organização Religiosa,2016.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Religião,Religião
ABTRA ASSOCIACAO BRASILEIRA DE TERMINAIS E RECINTOS ALFANDEGADOS,ABTRA,Associação Privada,1990.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
INACI ASSOCIACAO DE ENSINO,NÃO INFORMADO,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Educação e pesquisa,Educação profissional
COLSAN - ASSOCIACAO BENEFICENTE DE COLETA DE SANGUE,AGENCIA TRANSFUSIONAL DO COMPLEXO HOSP. DOS ESTIVADORES,Associação Privada,2017.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Saúde,Outros serviços de saúde
ASSOCIACAO DE AMOR A CRIANCA ARCANJO RAFAEL,NÃO INFORMADO,Associação Privada,2017.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Educação e pesquisa,Educação infantil
ALVORECER - ASSOCIACAO DE SOCORROS MUTUOS,BLUE MED SAUDE,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Saúde,Outros serviços de saúde
ASSOCIACAO EDUCACIONAL NOVO TEMPO,REDE DE ENSINO NOVO TEMPO,Associação Privada,1991.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Educação e pesquisa,Ensino fundamental
ASSOCIACAO GRUPO ESPIRITA JOAO CABETE,NÃO INFORMADO,Associação Privada,2017.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Religião,Religião
COOPERFRUT ASSOC PAULISTA DIST PROD NA IND ALIMENTICIA,COOPERFRUT PAULISTA,Associação Privada,1992.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Esporte e recreação
CENTRO ESPIRITA SAO JORGE DAS CORRENTES AFRICANAS DOS SETE,NÃO INFORMADO,Associação Privada,1993.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Religião,Religião
ASSOCIACAO FILANTROPICA CINZEL,NÃO INFORMADO,Associação Privada,1995.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO ALMIRANTE BARROSO,NÃO INFORMADO,Associação Privada,1996.0,NÃO INFORMADO,NÃO INFORMADO,VL MATIAS,Desenvolvimento e defesa de direitos,Outros
UNIAO DAS ASSOCIACOES DE ENGENHARIA E ARQUITETURA DO LITORAL PAULISTA,UALP,Associação Privada,2003.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
VIDAS RECICLADAS,CASA DAS ANAS SANTOS,Associação Privada,2020.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Outras atividades associativas,Associações de atividades não especificadas anteriormente
IGREJA CARISMATICA APOSTOLICA NO BRASIL  - SANTUARIO DAS SANTAS MISSOES APOSTOLICAS,NÃO INFORMADO,Organização Religiosa,2019.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Religião,Religião
HEMOMED INSTITUTO DE ONCOLOGIA E HEMATOLOGIA,HEMOMED,Associação Privada,2020.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Saúde,Outros serviços de saúde
ASSOCIACAO NIPO BRASILEIRA DE ASSISTENCIA SOCIAL - ENKYO,CASA DE REPOUSO - SANTOS KOSEI HOME,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA NOVA,Assistência social,Assistência social
INSTITUTO SOCIAL HOSPITAL ALEMAO OSWALDO CRUZ,AMBESP DR. NELSON TEIXEIRA,Associação Privada,2020.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Saúde,Outros serviços de saúde
PRO SAUDE - ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR,UNIDADE DE PRONTO ATENDIMENTO DA ZONA LESTE - UPA - ZL,Associação Privada,2020.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Saúde,Outros serviços de saúde
FEDERACAO PAULISTA DE FUTEBOL DE TRAVINHA,NÃO INFORMADO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Cultura e recreação,Esporte e recreação
IGREJA UNIVERSAL DO REINO DE DEUS,NÃO INFORMADO,Organização Religiosa,2016.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Religião,Religião
ASSOCIACAO ESPORTIVA RACING CLUB SANTISTA,AERCS,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Educação e pesquisa,Outras formas de educação/ensino
ASSOCIACAO NACIONAL DE ASSESSORIAS E TREINADORES DE ATIVIDADES ESPORTIVAS OU FISICAS EM GRUPOS,ANAT,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA BELMIRO,Cultura e recreação,Esporte e recreação
TENDA DE UMBANDA FILHOS DE OXALA,NÃO INFORMADO,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
PROFESSOR PEDRO AMERICO DE SANTOS ASSOCIACAO,NÃO INFORMADO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Outras atividades associativas,Associações de atividades não especificadas anteriormente
AUGUSTO SEVERO DE SANTOS ASSOCIACAO,AUGUSTO SEVERO DE SANTOS ASSOCIACAO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
FREI GASPAR DE SANTOS ASSOCIACAO,NÃO INFORMADO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
PROJETO TRANSFORME SUA CIDADE,PROJETO TRANSFORME SUA CIDADE,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
CENTRO DE UMBANDA TENDA DOS CABOCLOS,CENTRO DE UMBANDA TENDA DOS CABOCLOS,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
LOJA MACONICA FRATERNIDADE JACQUES DE MOLAY DE SANTOS N 3963,LOJA FRATERNIDADE JACQUES DE MOLAY,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA BELMIRO,Religião,Religião
IGREJA PENTECOSTAL NAS MAOS DE DEUS,IGREJA PENTECOSTAL NAS MAOS DE DEUS,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,MORRO SANTA MARIA,Religião,Religião
MARTIN AFONSO DE SANTOS ASSOCIACAO,NÃO INFORMADO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
GADIIBS - GRUPO DE APOIO DAS DOENCAS INFLAMATORIAS INTESTINAIS DA BAIXADA SANTISTA,GADIIBS - GRUPO DE APOIO DAS DOENCAS INFLAMATORIAS INTE,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO SANTISTA DE ASSISTENCIA E SAUDE - ASAS,ASSOCIACAO SANTISTA DE ASSISTENCIA E SAUDE - ASAS,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA NOVA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
CENTRO ACADEMICO DR JOSE MARTINS FONTES - CAMF,NÃO INFORMADO,Associação Privada,2000.0,NÃO INFORMADO,NÃO INFORMADO,PAQUETA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
INSTITUTO PROJETO KAFFE SPORT,INSTITUTO KAFFE SPORT,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Cultura e recreação,Esporte e recreação
INSTITUTO FACONTI,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
EGYDIO MARTINS DE SANTOS ASSOCIACAO,NÃO INFORMADO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ESPORTES SANTA CECILIA - ESC,ESC,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Cultura e recreação,Esporte e recreação
GRUPO ASSOCIADO DE ESTUDOS E PESQUISAS SOBRE HISTORIA DA EDUCACAO MATEMATICA (GHEMAT - BRASIL),NÃO INFORMADO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
CENTRO DE ESTUDOS UNIVERSALISTAS DA MEIA NOITE,CEU DA MEIA NOITE,Organização Religiosa,2019.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
SOCIEDADE DE AMOR E ASSISTENCIA AOS MORADORES DE RUA CRISTO REDENTOR,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Desenvolvimento e defesa de direitos,Outros
SANTOS BEISEBOL CLUBE,SANTOS BEISEBOL CLUBE,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Cultura e recreação,Esporte e recreação
NUCLEO DE UMBANDA SAGRADA FILHOS DE ARUANDA - JUREMA FLECHEIRA,NÃO INFORMADO,Organização Religiosa,2019.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
IGREJA NACAO DA FE,NÃO INFORMADO,Organização Religiosa,2019.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Religião,Religião
CEU AYAHUASCA PIRACICABA,CEU PIRACICABA,Organização Religiosa,2019.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Religião,Religião
PROJETO SOCIAL SAI DA RUA MULEKE,PROJETO SAI DA RUA MULEKE,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,SAO JORGE,Desenvolvimento e defesa de direitos,Outros
INSTITUTO INOVARE - SOLUCOES SOCIOAMBIENTAIS,INSTITUTO SANTOS LIXO ZERO - LIXO ZERO BAIXADA SANTISTA,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO FAMILIA CASA DE ORACAO,IGREJA EVANGELICA CASA DE ORACAO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
ASSOCIACAO FUNK DO BEM BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Cultura e arte
GREMIO FRI - KIK PRAIA CLUBE,GREMIO FRI - KIK PRAIA CLUBE,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,POMPEIA,Cultura e recreação,Esporte e recreação
FEDERACAO DE TENIS DE MESA DO ESTADO DE SAO PAULO,FTMSP,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Esporte e recreação
JUNIOR INTERDISCIPLINAR DA UNIVERSIDADE FEDERAL DE SAO PAULO - UNIFESP/ CAMPUS BAIXADA SANTISTA,TRINUS JR.,Associação Privada,2018.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Educação e pesquisa,Atividades de apoio à educação
ASSOCIACAO VENTO AZUL,ASSOCIACAO VENTO AZUL,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
INSTITUTO LOGOSOFICO - SANTOS-SP,NÃO INFORMADO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Educação e pesquisa,Outras formas de educação/ensino
COMUNIDADE MISSIONARIA PAO VIVO,COMUNIDADE MISSIONARIA PAO VIVO,Organização Religiosa,2018.0,NÃO INFORMADO,NÃO INFORMADO,CHICO DE PAULA,Religião,Religião
INSTITUTO COMPADRE XICO,INSTITUTO COMPADRE XICO,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO BRASILEIRA DE FOMENTO AO EMPREENDEDORISMO FEMININO - EMPREENDEDORAS 55,EMPREENDEDORAS 55,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO DESPORTIVA JUNTOS DENTRO E FORA D'AGUA,ADJDFA,Associação Privada,2019.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Cultura e recreação,Esporte e recreação
COMUNIDADE CRISTA SANTISTA,CG SANTOS,Organização Religiosa,2019.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Religião,Religião
